SINAPI - Sistema Nacional de Pesquisa de Custos e Índices da Construção Civil,,,,
RELATÓRIO DE CUSTOS DE COMPOSIÇÕES - ENCARGOS SOCIAIS SEM DESONERAÇÃO,,,,
Grupo,"Código da
Composição",Descrição,Unidade,Custo (R$)
Instalações Hidráulicas em PEX,96876,"DISTRIBUIDOR 2 SAÍDAS, PARA INSTALAÇÕES EM PEX ÁGUA, ENTRADA DE 32 MM X 2 SAÍDAS DE 16 MM, CONEXÃO POR CRIMPAGEM FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"183,78"
Instalações Hidráulicas em PEX,96878,"DISTRIBUIDOR 2 SAÍDAS, PARA INSTALAÇÕES EM PEX ÁGUA, ENTRADA DE 32 MM X 2 SAÍDAS DE 25 MM, CONEXÃO POR CRIMPAGEM - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"206,37"
Instalações Hidráulicas em PEX,96875,"DISTRIBUIDOR 3 SAÍDAS, METÁLICO, PARA INSTALAÇÕES EM PEX ÁGUA, ENTRADA DE 1"" X 3 SAÍDAS DE 1/2"", CONEXÃO POR ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"81,06"
Instalações Hidráulicas em PEX,96874,"DISTRIBUIDOR 3 SAÍDAS, METÁLICO, PARA INSTALAÇÕES EM PEX ÁGUA, ENTRADA DE 3/4"" X 3 SAÍDAS DE 1/2"", CONEXÃO POR ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"62,12"
Instalações Hidráulicas em PEX,96879,"DISTRIBUIDOR 3 SAÍDAS, PARA INSTALAÇÕES EM PEX ÁGUA, ENTRADA DE 32 MM X 3 SAÍDAS DE 16 MM, CONEXÃO POR CRIMPAGEM - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"200,05"
Instalações Hidráulicas em PEX,96881,"DISTRIBUIDOR 3 SAÍDAS, PARA INSTALAÇÕES EM PEX ÁGUA, ENTRADA DE 32 MM X 3 SAÍDAS DE 25 MM, CONEXÃO POR CRIMPAGEM - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"237,30"
Instalações Hidráulicas em PEX,96837,"JOELHO 90 GRAUS, METÁLICO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 16 MM, CONEXÃO POR ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"22,65"
Instalações Hidráulicas em PEX,96840,"JOELHO 90 GRAUS, METÁLICO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 20 MM, CONEXÃO POR ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"27,31"
Instalações Hidráulicas em PEX,96845,"JOELHO 90 GRAUS, METÁLICO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 25 MM, CONEXÃO POR ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"42,54"
Instalações Hidráulicas em PEX,96848,"JOELHO 90 GRAUS, METÁLICO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 32 MM, CONEXÃO POR ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"56,33"
Instalações Hidráulicas em PEX,96849,"JOELHO 90 GRAUS, PARA INSTALAÇÕES EM PEX ÁGUA, DN 16 MM, CONEXÃO POR CRIMPAGEM - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"17,95"
Instalações Hidráulicas em PEX,96852,"JOELHO 90 GRAUS, PARA INSTALAÇÕES EM PEX ÁGUA, DN 20 MM, CONEXÃO POR CRIMPAGEM - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"22,79"
Instalações Hidráulicas em PEX,96855,"JOELHO 90 GRAUS, PARA INSTALAÇÕES EM PEX ÁGUA, DN 25 MM, CONEXÃO POR CRIMPAGEM - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"35,43"
Instalações Hidráulicas em PEX,96838,"JOELHO 90 GRAUS, ROSCA FÊMEA TERMINAL, METÁLICO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 16MM X 1/2"", CONEXÃO POR ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"27,39"
Instalações Hidráulicas em PEX,96841,"JOELHO 90 GRAUS, ROSCA FÊMEA TERMINAL, METÁLICO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 20 MM X 1/2"", CONEXÃO POR ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"30,36"
Instalações Hidráulicas em PEX,96842,"JOELHO 90 GRAUS, ROSCA FÊMEA TERMINAL, METÁLICO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 20 MM X 3/4"", CONEXÃO POR ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"34,73"
Instalações Hidráulicas em PEX,96846,"JOELHO 90 GRAUS, ROSCA FÊMEA TERMINAL, METÁLICO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 25 MM X 3/4"", CONEXÃO POR ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"40,34"
Instalações Hidráulicas em PEX,96850,"JOELHO 90 GRAUS, ROSCA FÊMEA TERMINAL, PARA INSTALAÇÕES EM PEX ÁGUA, DN 16MM X 1/2"", CONEXÃO POR CRIMPAGEM - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"25,48"
Instalações Hidráulicas em PEX,96853,"JOELHO 90 GRAUS, ROSCA FÊMEA TERMINAL, PARA INSTALAÇÕES EM PEX ÁGUA, DN 20MM X 1/2"", CONEXÃO POR CRIMPAGEM - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"27,37"
Instalações Hidráulicas em PEX,96854,"JOELHO 90 GRAUS, ROSCA FÊMEA TERMINAL, PARA INSTALAÇÕES EM PEX ÁGUA, DN 20MM X 3/4"", CONEXÃO POR CRIMPAGEM - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"33,58"
Instalações Hidráulicas em PEX,104571,"JOELHO 90 GRAUS, ROSCA FÊMEA TERMINAL, PARA INSTALAÇÕES EM PEX ÁGUA, DN 25 MM X 3/4"", FIXAÇÃO DAS CONEXÕES POR CRIMPAGEM - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,96856,"JOELHO 90 GRAUS, ROSCA FÊMEA TERMINAL, PARA INSTALAÇÕES EM PEX ÁGUA, DN 25MM X 1/2"", CONEXÃO POR CRIMPAGEM - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"38,22"
Instalações Hidráulicas em PEX,104566,"JOELHO 90 GRAUS, ROSCA MACHO TERMINAL, PARA INSTALAÇÕES EM PEX ÁGUA, DN 16 MM X 1/2"", COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104536,"JOELHO 90 GRAUS, ROSCA MACHO TERMINAL, PARA INSTALAÇÕES EM PEX ÁGUA, DN 20 MM X 1/2"", FIXAÇÃO DAS CONEXÕES POR CRIMPAGEM - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104537,"JOELHO 90 GRAUS, ROSCA MACHO TERMINAL, PARA INSTALAÇÕES EM PEX ÁGUA, DN 20 MM X 3/4"", FIXAÇÃO DAS CONEXÕES POR CRIMPAGEM - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104572,"JOELHO 90 GRAUS, ROSCA MACHO TERMINAL, PARA INSTALAÇÕES EM PEX ÁGUA, DN 25 MM X 1"", COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104568,"JOELHO 90 GRAUS, ROSCA MACHO TERMINAL, PARA INSTALAÇÕES EM PEX ÁGUA, DN 25 MM X 1/2"", COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104538,"JOELHO 90 GRAUS, ROSCA MACHO TERMINAL, PARA INSTALAÇÕES EM PEX ÁGUA, DN 25 MM X 3/4"", FIXAÇÃO DAS CONEXÕES POR CRIMPAGEM - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104570,"JOELHO 90 GRAUS, ROSCA MACHO TERMINAL, PARA INSTALAÇÕES EM PEX ÁGUA, DN 32 MM X 1"", COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104565,"JOELHO ROSCA FÊMEA MÓVEL, PARA INSTALAÇÕES EM PEX ÁGUA, DN 16 MM X 1/2"", COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104567,"JOELHO ROSCA FÊMEA MÓVEL, PARA INSTALAÇÕES EM PEX ÁGUA, DN 20 MM X 1/2"", COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104569,"JOELHO ROSCA FÊMEA MÓVEL, PARA INSTALAÇÕES EM PEX ÁGUA, DN 25 MM X 3/4"", COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,96843,"JOELHO ROSCA FÊMEA, COM BASE FIXA, METÁLICO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 20MM X 1/2"", CONEXÃO POR ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"31,56"
Instalações Hidráulicas em PEX,96847,"JOELHO ROSCA FÊMEA, COM BASE FIXA, METÁLICO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 25MM X 3/4"", CONEXÃO POR ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"39,81"
Instalações Hidráulicas em PEX,96844,"JOELHO ROSCA FÊMEA, MÓVEL, METÁLICO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 20MM X 3/4"", CONEXÃO POR ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"36,28"
Instalações Hidráulicas em PEX,96839,"JOELHO, ROSCA FÊMEA, COM BASE FIXA, METÁLICO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 16MM X 1/2"", CONEXÃO POR ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"28,28"
Instalações Hidráulicas em PEX,104574,"JOELHO, ROSCA FÊMEA, COM BASE FIXA, PARA INSTALAÇÕES EM PEX ÁGUA, DN 16 MM X 3/4"", FIXAÇÃO DAS CONEXÕES POR CRIMPAGEM - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104575,"JOELHO, ROSCA FÊMEA, COM BASE FIXA, PARA INSTALAÇÕES EM PEX ÁGUA, DN 20 MM X 3/4"", FIXAÇÃO DAS CONEXÕES POR CRIMPAGEM - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104573,"JOELHO, ROSCA FÊMEA, COM BASE FIXA, PARA INSTALAÇÕES EM PEX ÁGUA, DN 25 MM X 1/2"", FIXAÇÃO DAS CONEXÕES POR CRIMPAGEM - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,96805,"KIT CHASSI PEX, PRÉ-FABRICADO, PARA CHUVEIRO, INCLUSO QUADRO METÁLICO, TUBOS, REGISTROS DE PRESSÃO E CONEXÕES POR ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"226,11"
Instalações Hidráulicas em PEX,96802,"KIT CHASSI PEX, PRÉ-FABRICADO, PARA CHUVEIRO, INCLUSO QUADRO METÁLICO, TUBOS, REGISTROS DE PRESSÃO E CONEXÕES POR CRIMPAGEM - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"434,37"
Instalações Hidráulicas em PEX,96806,"KIT CHASSI PEX, PRÉ-FABRICADO, PARA COZINHA COM CUBA SIMPLES, INCLUSO QUADRO METÁLICO, TUBOS E CONEXÕES POR ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"88,30"
Instalações Hidráulicas em PEX,96803,"KIT CHASSI PEX, PRÉ-FABRICADO, PARA COZINHA COM CUBA SIMPLES, INCLUSO QUADRO METÁLICO, TUBOS E CONEXÕES POR CRIMPAGEM - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"80,37"
Instalações Hidráulicas em PEX,96807,"KIT CHASSI PEX, PRÉ-FABRICADO, PARA ÁREA DE SERVIÇO COM TANQUE E MÁQUINA DE LAVAR ROUPA, INCLUSO QUADRO METÁLICO, TUBOS E CONEXÕES POR ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"142,62"
Instalações Hidráulicas em PEX,96804,"KIT CHASSI PEX, PRÉ-FABRICADO, PARA ÁREA DE SERVIÇO COM TANQUE E MÁQUINA DE LAVAR ROUPA, INCLUSO QUADRO METÁLICO, TUBOS E CONEXÕES POR CRIMPAGEM - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"130,64"
Instalações Hidráulicas em PEX,96829,"LUVA DE REDUÇÃO PARA INSTALAÇÕES EM PEX ÁGUA, DN 20 X 16 MM, CONEXÃO POR CRIMPAGEM - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"19,51"
Instalações Hidráulicas em PEX,96833,"LUVA DE REDUÇÃO PARA INSTALAÇÕES EM PEX ÁGUA, DN 25 X 16 MM, CONEXÃO POR CRIMPAGEM - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"24,79"
Instalações Hidráulicas em PEX,96836,"LUVA DE REDUÇÃO PARA INSTALAÇÕES EM PEX ÁGUA, DN 32 X 25 MM, CONEXÃO POR CRIMPAGEM - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"35,40"
Instalações Hidráulicas em PEX,104576,"LUVA DE REDUÇÃO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 20 X 16 MM, COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"17,33"
Instalações Hidráulicas em PEX,104577,"LUVA DE REDUÇÃO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 25 X 16 MM, COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"23,14"
Instalações Hidráulicas em PEX,104578,"LUVA DE REDUÇÃO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 25 X 20 MM, COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"24,81"
Instalações Hidráulicas em PEX,104580,"LUVA DE REDUÇÃO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 32 X 20 MM, FIXAÇÃO DAS CONEXÕES POR CRIMPAGEM - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"21,51"
Instalações Hidráulicas em PEX,104579,"LUVA DE REDUÇÃO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 32 X 25 MM, COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"32,48"
Instalações Hidráulicas em PEX,96823,"LUVA PARA INSTALAÇÕES EM PEX ÁGUA, DN 16 MM, CONEXÃO POR CRIMPAGEM - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"12,15"
Instalações Hidráulicas em PEX,96826,"LUVA PARA INSTALAÇÕES EM PEX ÁGUA, DN 20 MM, CONEXÃO POR CRIMPAGEM - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"14,09"
Instalações Hidráulicas em PEX,96830,"LUVA PARA INSTALAÇÕES EM PEX ÁGUA, DN 25 MM, CONEXÃO POR CRIMPAGEM - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"22,01"
Instalações Hidráulicas em PEX,96834,"LUVA PARA INSTALAÇÕES EM PEX ÁGUA, DN 32 MM, CONEXÃO POR CRIMPAGEM - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"29,74"
Instalações Hidráulicas em PEX,104581,"LUVA, PARA INSTALAÇÕES EM PEX ÁGUA, DN 16 MM, COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"15,84"
Instalações Hidráulicas em PEX,104582,"LUVA, PARA INSTALAÇÕES EM PEX ÁGUA, DN 20 MM, COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"20,15"
Instalações Hidráulicas em PEX,104583,"LUVA, PARA INSTALAÇÕES EM PEX ÁGUA, DN 25 MM, COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"32,02"
Instalações Hidráulicas em PEX,104584,"LUVA, PARA INSTALAÇÕES EM PEX ÁGUA, DN 32 MM, COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"38,43"
Instalações Hidráulicas em PEX,104585,"TAMPÃO / CAP, ROSCA FÊMEA, PARA INSTALAÇÕES EM PEX ÁGUA, DN 1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104587,"TAMPÃO / CAP, ROSCA FÊMEA, PARA INSTALAÇÕES EM PEX ÁGUA, DN 3/4"" - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104586,"TAMPÃO / CAP, ROSCA MACHO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104539,"TÊ DE REDUÇÃO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 16 X 20 X 16 MM, COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104541,"TÊ DE REDUÇÃO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 16 X 25 X 16 MM, COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104540,"TÊ DE REDUÇÃO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 20 X 16 X 16 MM, COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104543,"TÊ DE REDUÇÃO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 20 X 16 X 20 MM, COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104544,"TÊ DE REDUÇÃO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 20 X 20 X 16 MM, COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104545,"TÊ DE REDUÇÃO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 20 X 25 X 20 MM, COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104542,"TÊ DE REDUÇÃO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 25 X 16 X 16 MM, COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104592,"TÊ DE REDUÇÃO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 25 X 16 X 20 MM, COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104548,"TÊ DE REDUÇÃO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 25 X 16 X 25 MM, COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104546,"TÊ DE REDUÇÃO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 25 X 20 X 20 MM, COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104549,"TÊ DE REDUÇÃO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 25 X 20 X 25 MM, COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104550,"TÊ DE REDUÇÃO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 25 X 32 X 25 MM, COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104552,"TÊ DE REDUÇÃO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 32 X 20 X 32 MM, COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104551,"TÊ DE REDUÇÃO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 32 X 25 X 25 MM, COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104553,"TÊ DE REDUÇÃO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 32 X 25 X 32 MM, COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104554,"TÊ MISTURADOR, PARA INSTALAÇÕES EM PEX ÁGUA, DN 16 MM X 1/2"", COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104555,"TÊ MISTURADOR, PARA INSTALAÇÕES EM PEX ÁGUA, DN 20 MM X 3/4"", COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104556,"TÊ ROSCA FÊMEA, PARA INSTALAÇÕES EM PEX ÁGUA, DN 20 MM X 3/4"", COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104558,"TÊ ROSCA FÊMEA, PARA INSTALAÇÕES EM PEX ÁGUA, DN 25 MM X 1/2"", COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104559,"TÊ ROSCA MACHO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 16 MM X 1/2"", COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104560,"TÊ ROSCA MACHO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 20 MM X 1/2"", COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104557,"TÊ ROSCA MACHO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 20 MM X 3/4"", COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104561,"TÊ ROSCA MACHO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 25 MM X 3/4"", COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,104562,"TÊ ROSCA MACHO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 32 MM X 3/4"", COM ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,-
Instalações Hidráulicas em PEX,96860,"TÊ, METÁLICO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 16 MM, CONEXÃO POR ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"32,29"
Instalações Hidráulicas em PEX,96862,"TÊ, METÁLICO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 20 MM, CONEXÃO POR ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"39,63"
Instalações Hidráulicas em PEX,96864,"TÊ, METÁLICO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 25 MM, CONEXÃO POR ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"55,64"
Instalações Hidráulicas em PEX,96866,"TÊ, METÁLICO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 32 MM, CONEXÃO POR ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"72,25"
Instalações Hidráulicas em PEX,96868,"TÊ, PARA INSTALAÇÕES EM PEX ÁGUA, DN 16 MM, CONEXÃO POR CRIMPAGEM - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"21,15"
Instalações Hidráulicas em PEX,96869,"TÊ, PARA INSTALAÇÕES EM PEX ÁGUA, DN 20 MM, CONEXÃO POR CRIMPAGEM - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"32,08"
Instalações Hidráulicas em PEX,96870,"TÊ, PARA INSTALAÇÕES EM PEX ÁGUA, DN 25 MM, CONEXÃO POR CRIMPAGEM - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"47,83"
Instalações Hidráulicas em PEX,96871,"TÊ, PARA INSTALAÇÕES EM PEX ÁGUA, DN 32 MM, CONEXÃO POR CRIMPAGEM - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"54,79"
Instalações Hidráulicas em PEX,96861,"TÊ, ROSCA FÊMEA, METÁLICO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 16 MM X ½"", CONEXÃO POR ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"40,74"
Instalações Hidráulicas em PEX,96863,"TÊ, ROSCA FÊMEA, METÁLICO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 20 MM X 1/2"", CONEXÃO POR ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"41,88"
Instalações Hidráulicas em PEX,96865,"TÊ, ROSCA FÊMEA, METÁLICO, PARA INSTALAÇÕES EM PEX ÁGUA, DN 25 MM X 3/4"", CONEXÃO POR ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"49,45"
Instalações Hidráulicas em PEX,96814,"UNIÃO DE REDUÇÃO, METÁLICA, PARA INSTALAÇÕES EM PEX ÁGUA, DN 20 X 16 MM, CONEXÃO POR ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"17,33"
Instalações Hidráulicas em PEX,96818,"UNIÃO DE REDUÇÃO, METÁLICA, PARA INSTALAÇÕES EM PEX ÁGUA, DN 25 X 16 MM, CONEXÃO POR ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"23,14"
Instalações Hidráulicas em PEX,96819,"UNIÃO DE REDUÇÃO, METÁLICA, PARA INSTALAÇÕES EM PEX ÁGUA, DN 25 X 20 MM, CONEXÃO POR ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"24,81"
Instalações Hidráulicas em PEX,96822,"UNIÃO DE REDUÇÃO, METÁLICA, PARA INSTALAÇÕES EM PEX ÁGUA, DN 32 X 25 MM, CONEXÃO POR ANEL DESLIZANTE - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",UN,"32,48"
